video_path,npy_path,label,split,class_index
Animals/5. Cow/MVI_3046.MOV,extracted_landmarks\Animals\5. Cow\MVI_3046.npy,5. Cow,train,24.0
Places/23. Court/MVI_3285.MOV,extracted_landmarks\Places\23. Court\MVI_3285.npy,23. Court,train,8.0
Colours/47. Red/MVI_3719.MOV,extracted_landmarks\Colours\47. Red\MVI_3719.npy,47. Red,train,22.0
Greetings/48. Hello/MVI_9917.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9917.npy,48. Hello,train,23.0
Means_of_Transportation/16. train ticket/MVI_3224.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3224.npy,16. train ticket,train,4.0
Adjectives/84. small little/MVI_9480.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9480.npy,84. small little,train,43.0
Seasons/64. Fall/MVI_5000.MOV,extracted_landmarks\Seasons\64. Fall\MVI_5000.npy,64. Fall,train,33.0
Animals/4. Bird/MVI_4156.MOV,extracted_landmarks\Animals\4. Bird\MVI_4156.npy,4. Bird,val,15.0
Home/34. Pen/MVI_8795.MP4,extracted_landmarks\Home\34. Pen\MVI_8795.npy,34. Pen,val,12.0
Society/2. Death/MVI_8663.MP4,extracted_landmarks\Society\2. Death\MVI_8663.npy,2. Death,val,6.0
Places/35. Bank/MVI_3421.MOV,extracted_landmarks\Places\35. Bank\MVI_3421.npy,35. Bank,val,13.0
Clothes/44. Shoes/MVI_4008.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_4008.npy,44. Shoes,val,19.0
Adjectives/3. happy/MVI_9376.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9376.npy,3. happy,val,11.0
Adjectives/84. small little/MVI_9237.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9237.npy,84. small little,val,43.0
Days_and_Time/78. Year/MVI_9175.MP4,extracted_landmarks\Days_and_Time\78. Year\MVI_9175.npy,78. Year,val,38.0
Adjectives/2. quiet/MVI_9537.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_9537.npy,2. quiet,val,7.0
Places/19. House/MVI_3514.MOV,extracted_landmarks\Places\19. House\MVI_3514.npy,19. House,val,5.0
People/78. Girl/MVI_4115.MOV,extracted_landmarks\People\78. Girl\MVI_4115.npy,78. Girl,val,37.0
Clothes/44. Shoes/MVI_3856.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_3856.npy,44. Shoes,val,19.0
Adjectives/3. happy/MVI_9456.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9456.npy,3. happy,val,11.0
Pronouns/46. you (plural)/MVI_0032.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0032.npy,46. you (plural),val,21.0
Adjectives/78. long/MVI_5267.MOV,extracted_landmarks\Adjectives\78. long\MVI_5267.npy,78. long,val,39.0
Colours/47. Red/MVI_4897.MOV,extracted_landmarks\Colours\47. Red\MVI_4897.npy,47. Red,val,22.0
People/78. Girl/MVI_4986.MOV,extracted_landmarks\People\78. Girl\MVI_4986.npy,78. Girl,val,37.0
People/61. Father/MVI_3909.MOV,extracted_landmarks\People\61. Father\MVI_3909.npy,61. Father,val,31.0
Adjectives/1. loud/MVI_9534.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9534.npy,1. loud,val,1.0
Means_of_Transportation/11. Car/MVI_3118.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3118.npy,11. Car,val,2.0
Pronouns/40. I/MVI_9922.MOV,extracted_landmarks\Pronouns\40. I\MVI_9922.npy,40. I,val,16.0
Means_of_Transportation/11. Car/MVI_3240.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3240.npy,11. Car,val,2.0
Days_and_Time/86. Time/MVI_9204.MP4,extracted_landmarks\Days_and_Time\86. Time\MVI_9204.npy,86. Time,val,44.0
Clothes/42. T-Shirt/MVI_5171.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_5171.npy,42. T-Shirt,val,18.0
Animals/1. Dog/MVI_8561.MP4,extracted_landmarks\Animals\1. Dog\MVI_8561.npy,1. Dog,val,0.0
Clothes/37. Hat/MVI_3837.MOV,extracted_landmarks\Clothes\37. Hat\MVI_3837.npy,37. Hat,val,14.0
People/61. Father/MVI_8626.MP4,extracted_landmarks\People\61. Father\MVI_8626.npy,61. Father,val,31.0
Adjectives/1. loud/MVI_5178.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5178.npy,1. loud,val,1.0
Places/28. Store or Shop/MVI_3633.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3633.npy,28. Store or Shop,val,9.0
Adjectives/87. hot/MVI_9410.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9410.npy,87. hot,val,45.0
Home/40. Paint/MVI_8820.MP4,extracted_landmarks\Home\40. Paint\MVI_8820.npy,40. Paint,val,17.0
People/66. Brother/MVI_5245.MOV,extracted_landmarks\People\66. Brother\MVI_5245.npy,66. Brother,val,34.0
Jobs/91. Priest/MVI_8888.MP4,extracted_landmarks\Jobs\91. Priest\MVI_8888.npy,91. Priest,val,46.0
Adjectives/84. small little/MVI_5208.MOV,extracted_landmarks\Adjectives\84. small little\MVI_5208.npy,84. small little,val,43.0
Places/28. Store or Shop/MVI_3307.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3307.npy,28. Store or Shop,val,9.0
Adjectives/79. short/MVI_9302.MOV,extracted_landmarks\Adjectives\79. short\MVI_9302.npy,79. short,val,40.0
Clothes/42. T-Shirt/MVI_5023.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_5023.npy,42. T-Shirt,val,18.0
Places/23. Court/MVI_3284.MOV,extracted_landmarks\Places\23. Court\MVI_3284.npy,23. Court,val,8.0
People/77. Boy/MVI_3962.MOV,extracted_landmarks\People\77. Boy\MVI_3962.npy,77. Boy,val,36.0
Animals/5. Cow/MVI_4159.MOV,extracted_landmarks\Animals\5. Cow\MVI_4159.npy,5. Cow,val,24.0
Home/28. Window/MVI_9013.MP4,extracted_landmarks\Home\28. Window\MVI_9013.npy,28. Window,val,10.0
Adjectives/97. dry/MVI_9361.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9361.npy,97. dry,val,49.0
Seasons/61. Summer/MVI_5422.MOV,extracted_landmarks\Seasons\61. Summer\MVI_5422.npy,61. Summer,val,32.0
Greetings/48. Hello/MVI_0039.MOV,extracted_landmarks\Greetings\48. Hello\MVI_0039.npy,48. Hello,val,23.0
Adjectives/97. dry/MVI_5248.MOV,extracted_landmarks\Adjectives\97. dry\MVI_5248.npy,97. dry,val,49.0
Pronouns/40. I/MVI_0003.MOV,extracted_landmarks\Pronouns\40. I\MVI_0003.npy,40. I,val,16.0
Pronouns/44. it/MVI_9939.MOV,extracted_landmarks\Pronouns\44. it\MVI_9939.npy,44. it,val,20.0
Adjectives/2. quiet/MVI_5340.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_5340.npy,2. quiet,val,7.0
Society/14. Election/MVI_4306.MOV,extracted_landmarks\Society\14. Election\MVI_4306.npy,14. Election,val,3.0
People/66. Brother/MVI_3778.MOV,extracted_landmarks\People\66. Brother\MVI_3778.npy,66. Brother,val,34.0
Greetings/51. Good Morning/MVI_0099.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0099.npy,51. Good Morning,val,25.0
Means_of_Transportation/16. train ticket/MVI_4192.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_4192.npy,16. train ticket,val,4.0
Pronouns/46. you (plural)/MVI_9945.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9945.npy,46. you (plural),val,21.0
Adjectives/91. new/MVI_9261.MOV,extracted_landmarks\Adjectives\91. new\MVI_9261.npy,91. new,val,47.0
Adjectives/94. good/MVI_5159.MOV,extracted_landmarks\Adjectives\94. good\MVI_5159.npy,94. good,val,48.0
Places/23. Court/MVI_3532.MOV,extracted_landmarks\Places\23. Court\MVI_3532.npy,23. Court,val,8.0
People/77. Boy/MVI_3815.MOV,extracted_landmarks\People\77. Boy\MVI_3815.npy,77. Boy,val,36.0
Places/19. House/MVI_3269.MOV,extracted_landmarks\Places\19. House\MVI_3269.npy,19. House,val,5.0
Colours/54. Black/MVI_4039.MOV,extracted_landmarks\Colours\54. Black\MVI_4039.npy,54. Black,val,27.0
Greetings/55. Thank you/MVI_0112.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0112.npy,55. Thank you,val,29.0
Electronics/53. Fan/MVI_4964.MOV,extracted_landmarks\Electronics\53. Fan\MVI_4964.npy,53. Fan,val,26.0
Greetings/51. Good Morning/MVI_0044.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0044.npy,51. Good Morning,val,25.0
Adjectives/83. big large/MVI_5125.MOV,extracted_landmarks\Adjectives\83. big large\MVI_5125.npy,83. big large,val,41.0
Colours/55. White/MVI_3744.MOV,extracted_landmarks\Colours\55. White\MVI_3744.npy,55. White,val,30.0
Adjectives/79. short/MVI_5190.MOV,extracted_landmarks\Adjectives\79. short\MVI_5190.npy,79. short,val,40.0
Electronics/54. Cell phone/MVI_5394.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_5394.npy,54. Cell phone,val,28.0
Colours/55. White/MVI_5063.MOV,extracted_landmarks\Colours\55. White\MVI_5063.npy,55. White,val,30.0
Days_and_Time/67. Monday/MVI_5448.MOV,extracted_landmarks\Days_and_Time\67. Monday\MVI_5448.npy,67. Monday,val,35.0
Jobs/84. Teacher/MVI_4745.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_4745.npy,84. Teacher,val,42.0
Adjectives/91. new/MVI_9423.MOV,extracted_landmarks\Adjectives\91. new\MVI_9423.npy,91. new,val,47.0
Seasons/64. Fall/MVI_5433.MOV,extracted_landmarks\Seasons\64. Fall\MVI_5433.npy,64. Fall,val,33.0
Adjectives/83. big large/MVI_9396.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9396.npy,83. big large,val,41.0
Animals/4. Bird/MVI_3011.MOV,extracted_landmarks\Animals\4. Bird\MVI_3011.npy,4. Bird,val,15.0
Adjectives/94. good/MVI_9350.MOV,extracted_landmarks\Adjectives\94. good\MVI_9350.npy,94. good,val,48.0
Colours/47. Red/MVI_3866.MOV,extracted_landmarks\Colours\47. Red\MVI_3866.npy,47. Red,val,22.0
Places/35. Bank/MVI_3661.MOV,extracted_landmarks\Places\35. Bank\MVI_3661.npy,35. Bank,val,13.0
Animals/5. Cow/MVI_4158.MOV,extracted_landmarks\Animals\5. Cow\MVI_4158.npy,5. Cow,val,24.0
Greetings/51. Good Morning/MVI_9992.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9992.npy,51. Good Morning,test,25.0
Days_and_Time/78. Year/MVI_4638.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_4638.npy,78. Year,test,38.0
Electronics/53. Fan/MVI_4535.MOV,extracted_landmarks\Electronics\53. Fan\MVI_4535.npy,53. Fan,test,26.0
Electronics/54. Cell phone/MVI_4967.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_4967.npy,54. Cell phone,test,28.0
Greetings/48. Hello/MVI_0031.MOV,extracted_landmarks\Greetings\48. Hello\MVI_0031.npy,48. Hello,test,23.0
Adjectives/84. small little/MVI_9320.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9320.npy,84. small little,test,43.0
Adjectives/79. short/MVI_9303.MOV,extracted_landmarks\Adjectives\79. short\MVI_9303.npy,79. short,test,40.0
Adjectives/87. hot/MVI_9248.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9248.npy,87. hot,test,45.0
Places/35. Bank/MVI_3584.MOV,extracted_landmarks\Places\35. Bank\MVI_3584.npy,35. Bank,test,13.0
Adjectives/79. short/MVI_5191.MOV,extracted_landmarks\Adjectives\79. short\MVI_5191.npy,79. short,test,40.0
Clothes/42. T-Shirt/MVI_3704.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_3704.npy,42. T-Shirt,test,18.0
Clothes/37. Hat/MVI_4865.MOV,extracted_landmarks\Clothes\37. Hat\MVI_4865.npy,37. Hat,test,14.0
Means_of_Transportation/11. Car/MVI_3145.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3145.npy,11. Car,test,2.0
Adjectives/2. quiet/MVI_9539.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_9539.npy,2. quiet,test,7.0
Society/14. Election/MVI_4841.MOV,extracted_landmarks\Society\14. Election\MVI_4841.npy,14. Election,test,3.0
Pronouns/46. you (plural)/MVI_9948.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9948.npy,46. you (plural),test,21.0
People/77. Boy/MVI_4111.MOV,extracted_landmarks\People\77. Boy\MVI_4111.npy,77. Boy,test,36.0
Adjectives/94. good/MVI_9430.MOV,extracted_landmarks\Adjectives\94. good\MVI_9430.npy,94. good,test,48.0
People/78. Girl/MVI_4985.MOV,extracted_landmarks\People\78. Girl\MVI_4985.npy,78. Girl,test,37.0
People/77. Boy/MVI_5134.MOV,extracted_landmarks\People\77. Boy\MVI_5134.npy,77. Boy,test,36.0
Days_and_Time/67. Monday/MVI_5447.MOV,extracted_landmarks\Days_and_Time\67. Monday\MVI_5447.npy,67. Monday,test,35.0
Adjectives/84. small little/MVI_5127.MOV,extracted_landmarks\Adjectives\84. small little\MVI_5127.npy,84. small little,test,43.0
Adjectives/3. happy/MVI_9297.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9297.npy,3. happy,test,11.0
Places/35. Bank/MVI_3419.MOV,extracted_landmarks\Places\35. Bank\MVI_3419.npy,35. Bank,test,13.0
Greetings/55. Thank you/MVI_0060_.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0060_.npy,55. Thank you,test,29.0
Jobs/84. Teacher/MVI_5313.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_5313.npy,84. Teacher,test,42.0
Places/28. Store or Shop/MVI_3384.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3384.npy,28. Store or Shop,test,9.0
Adjectives/87. hot/MVI_9489.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9489.npy,87. hot,test,45.0
People/61. Father/MVI_5082.MOV,extracted_landmarks\People\61. Father\MVI_5082.npy,61. Father,test,31.0
Places/23. Court/MVI_3365.MOV,extracted_landmarks\Places\23. Court\MVI_3365.npy,23. Court,test,8.0
Greetings/55. Thank you/MVI_9984.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_9984.npy,55. Thank you,test,29.0
Clothes/44. Shoes/MVI_4889.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_4889.npy,44. Shoes,test,19.0
Electronics/54. Cell phone/MVI_4537.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_4537.npy,54. Cell phone,test,28.0
Electronics/54. Cell phone/MVI_5393.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_5393.npy,54. Cell phone,test,28.0
Days_and_Time/78. Year/MVI_5494.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_5494.npy,78. Year,test,38.0
Animals/5. Cow/MVI_3048.MOV,extracted_landmarks\Animals\5. Cow\MVI_3048.npy,5. Cow,test,24.0
Animals/1. Dog/MVI_8560.MP4,extracted_landmarks\Animals\1. Dog\MVI_8560.npy,1. Dog,test,0.0
Adjectives/78. long/MVI_9379.MOV,extracted_landmarks\Adjectives\78. long\MVI_9379.npy,78. long,test,39.0
Means_of_Transportation/16. train ticket/MVI_3195.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3195.npy,16. train ticket,test,4.0
People/77. Boy/MVI_8644.MP4,extracted_landmarks\People\77. Boy\MVI_8644.npy,77. Boy,test,36.0
Days_and_Time/86. Time/MVI_5527.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_5527.npy,86. Time,test,44.0
Seasons/64. Fall/MVI_5435.MOV,extracted_landmarks\Seasons\64. Fall\MVI_5435.npy,64. Fall,test,33.0
Pronouns/40. I/MVI_0014.MOV,extracted_landmarks\Pronouns\40. I\MVI_0014.npy,40. I,test,16.0
Pronouns/40. I/MVI_9880.MOV,extracted_landmarks\Pronouns\40. I\MVI_9880.npy,40. I,test,16.0
Clothes/37. Hat/MVI_8600.MP4,extracted_landmarks\Clothes\37. Hat\MVI_8600.npy,37. Hat,test,14.0
Clothes/44. Shoes/MVI_5029.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_5029.npy,44. Shoes,test,19.0
Adjectives/87. hot/MVI_9487.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9487.npy,87. hot,test,45.0
Adjectives/83. big large/MVI_5283.MOV,extracted_landmarks\Adjectives\83. big large\MVI_5283.npy,83. big large,test,41.0
Adjectives/1. loud/MVI_9369.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9369.npy,1. loud,test,1.0
Means_of_Transportation/16. train ticket/MVI_8597.MP4,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_8597.npy,16. train ticket,test,4.0
Animals/1. Dog/MVI_3029.MOV,extracted_landmarks\Animals\1. Dog\MVI_3029.npy,1. Dog,test,0.0
People/78. Girl/MVI_5136.MOV,extracted_landmarks\People\78. Girl\MVI_5136.npy,78. Girl,test,37.0
Greetings/48. Hello/MVI_9957.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9957.npy,48. Hello,test,23.0
Greetings/55. Thank you/MVI_0006.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0006.npy,55. Thank you,test,29.0
Pronouns/44. it/MVI_9969.MOV,extracted_landmarks\Pronouns\44. it\MVI_9969.npy,44. it,test,20.0
Greetings/55. Thank you/MVI_0113.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0113.npy,55. Thank you,test,29.0
Pronouns/44. it/MVI_9971.MOV,extracted_landmarks\Pronouns\44. it\MVI_9971.npy,44. it,test,20.0
Days_and_Time/86. Time/MVI_5525.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_5525.npy,86. Time,test,44.0
Adjectives/87. hot/MVI_9408.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9408.npy,87. hot,test,45.0
Jobs/84. Teacher/MVI_4460.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_4460.npy,84. Teacher,test,42.0
Adjectives/79. short/MVI_9220.MOV,extracted_landmarks\Adjectives\79. short\MVI_9220.npy,79. short,test,40.0
Adjectives/83. big large/MVI_9475.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9475.npy,83. big large,test,41.0
Means_of_Transportation/16. train ticket/MVI_3225.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3225.npy,16. train ticket,test,4.0
Adjectives/1. loud/MVI_9289.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9289.npy,1. loud,test,1.0
Animals/5. Cow/MVI_3073.MOV,extracted_landmarks\Animals\5. Cow\MVI_3073.npy,5. Cow,test,24.0
Adjectives/1. loud/MVI_5258.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5258.npy,1. loud,test,1.0
Pronouns/44. it/MVI_9900.MOV,extracted_landmarks\Pronouns\44. it\MVI_9900.npy,44. it,test,20.0
Adjectives/91. new/MVI_5230.MOV,extracted_landmarks\Adjectives\91. new\MVI_5230.npy,91. new,test,47.0
Home/28. Window/MVI_9015.MP4,extracted_landmarks\Home\28. Window\MVI_9015.npy,28. Window,test,10.0
Pronouns/46. you (plural)/MVI_9907.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9907.npy,46. you (plural),test,21.0
Home/28. Window/MVI_4363.MOV,extracted_landmarks\Home\28. Window\MVI_4363.npy,28. Window,test,10.0
Places/35. Bank/MVI_3335.MOV,extracted_landmarks\Places\35. Bank\MVI_3335.npy,35. Bank,test,13.0
Colours/54. Black/MVI_4920.MOV,extracted_landmarks\Colours\54. Black\MVI_4920.npy,54. Black,test,27.0
Society/2. Death/MVI_4255.MOV,extracted_landmarks\Society\2. Death\MVI_4255.npy,2. Death,test,6.0
Home/40. Paint/MVI_4415.MOV,extracted_landmarks\Home\40. Paint\MVI_4415.npy,40. Paint,test,17.0
Pronouns/44. it/MVI_9899.MOV,extracted_landmarks\Pronouns\44. it\MVI_9899.npy,44. it,test,20.0
Greetings/55. Thank you/MVI_9987.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_9987.npy,55. Thank you,test,29.0
Adjectives/87. hot/MVI_5216.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5216.npy,87. hot,test,45.0
Places/23. Court/MVI_3286.MOV,extracted_landmarks\Places\23. Court\MVI_3286.npy,23. Court,test,8.0
Places/28. Store or Shop/MVI_3552.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3552.npy,28. Store or Shop,test,9.0
Seasons/61. Summer/MVI_4991.MOV,extracted_landmarks\Seasons\61. Summer\MVI_4991.npy,61. Summer,test,32.0
Animals/1. Dog/MVI_4147.MOV,extracted_landmarks\Animals\1. Dog\MVI_4147.npy,1. Dog,test,0.0
Animals/4. Bird/MVI_2988.MOV,extracted_landmarks\Animals\4. Bird\MVI_2988.npy,4. Bird,test,15.0
Days_and_Time/67. Monday/MVI_4593.MOV,extracted_landmarks\Days_and_Time\67. Monday\MVI_4593.npy,67. Monday,test,35.0
Seasons/61. Summer/MVI_9122.MP4,extracted_landmarks\Seasons\61. Summer\MVI_9122.npy,61. Summer,test,32.0
Colours/55. White/MVI_5211.MOV,extracted_landmarks\Colours\55. White\MVI_5211.npy,55. White,test,30.0
Home/40. Paint/MVI_8821.MP4,extracted_landmarks\Home\40. Paint\MVI_8821.npy,40. Paint,test,17.0
Greetings/48. Hello/MVI_0029.MOV,extracted_landmarks\Greetings\48. Hello\MVI_0029.npy,48. Hello,test,23.0
Colours/54. Black/MVI_3740.MOV,extracted_landmarks\Colours\54. Black\MVI_3740.npy,54. Black,test,27.0
Adjectives/1. loud/MVI_9536.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9536.npy,1. loud,test,1.0
People/66. Brother/MVI_5097.MOV,extracted_landmarks\People\66. Brother\MVI_5097.npy,66. Brother,test,34.0
Adjectives/2. quiet/MVI_5180.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_5180.npy,2. quiet,test,7.0
Seasons/61. Summer/MVI_4568.MOV,extracted_landmarks\Seasons\61. Summer\MVI_4568.npy,61. Summer,test,32.0
Means_of_Transportation/16. train ticket/MVI_3132.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3132.npy,16. train ticket,test,4.0
Pronouns/44. it/MVI_0076.MOV,extracted_landmarks\Pronouns\44. it\MVI_0076.npy,44. it,test,20.0
Clothes/37. Hat/MVI_3836.MOV,extracted_landmarks\Clothes\37. Hat\MVI_3836.npy,37. Hat,test,14.0
Seasons/64. Fall/MVI_4578.MOV,extracted_landmarks\Seasons\64. Fall\MVI_4578.npy,64. Fall,test,33.0
Means_of_Transportation/11. Car/MVI_3174.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3174.npy,11. Car,test,2.0
Adjectives/83. big large/MVI_5203.MOV,extracted_landmarks\Adjectives\83. big large\MVI_5203.npy,83. big large,test,41.0
Adjectives/78. long/MVI_9219.MOV,extracted_landmarks\Adjectives\78. long\MVI_9219.npy,78. long,test,39.0
Adjectives/78. long/MVI_9300.MOV,extracted_landmarks\Adjectives\78. long\MVI_9300.npy,78. long,test,39.0
Places/35. Bank/MVI_3338.MOV,extracted_landmarks\Places\35. Bank\MVI_3338.npy,35. Bank,test,13.0
Colours/54. Black/MVI_5207.MOV,extracted_landmarks\Colours\54. Black\MVI_5207.npy,54. Black,test,27.0
Society/2. Death/MVI_8931.MP4,extracted_landmarks\Society\2. Death\MVI_8931.npy,2. Death,test,6.0
Clothes/44. Shoes/MVI_4010.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_4010.npy,44. Shoes,test,19.0
Days_and_Time/78. Year/MVI_4636.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_4636.npy,78. Year,test,38.0
Places/28. Store or Shop/MVI_3472.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3472.npy,28. Store or Shop,test,9.0
Jobs/84. Teacher/MVI_4457.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_4457.npy,84. Teacher,test,42.0
Adjectives/94. good/MVI_5158.MOV,extracted_landmarks\Adjectives\94. good\MVI_5158.npy,94. good,test,48.0
Animals/5. Cow/MVI_3016.MOV,extracted_landmarks\Animals\5. Cow\MVI_3016.npy,5. Cow,test,24.0
Days_and_Time/78. Year/MVI_4635.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_4635.npy,78. Year,test,38.0
Greetings/51. Good Morning/MVI_9971.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9971.npy,51. Good Morning,test,25.0
Greetings/55. Thank you/MVI_9948.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_9948.npy,55. Thank you,test,29.0
Means_of_Transportation/16. train ticket/MVI_3253.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3253.npy,16. train ticket,test,4.0
Adjectives/78. long/MVI_5268.MOV,extracted_landmarks\Adjectives\78. long\MVI_5268.npy,78. long,test,39.0
Places/35. Bank/MVI_3503.MOV,extracted_landmarks\Places\35. Bank\MVI_3503.npy,35. Bank,test,13.0
Adjectives/78. long/MVI_5106.MOV,extracted_landmarks\Adjectives\78. long\MVI_5106.npy,78. long,test,39.0
Adjectives/84. small little/MVI_5206.MOV,extracted_landmarks\Adjectives\84. small little\MVI_5206.npy,84. small little,test,43.0
Colours/47. Red/MVI_5186.MOV,extracted_landmarks\Colours\47. Red\MVI_5186.npy,47. Red,test,22.0
Clothes/44. Shoes/MVI_3858.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_3858.npy,44. Shoes,test,19.0
People/66. Brother/MVI_3927.MOV,extracted_landmarks\People\66. Brother\MVI_3927.npy,66. Brother,test,34.0
Pronouns/44. it/MVI_0024.MOV,extracted_landmarks\Pronouns\44. it\MVI_0024.npy,44. it,test,20.0
Means_of_Transportation/11. Car/MVI_3116.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3116.npy,11. Car,test,2.0
Society/14. Election/MVI_8967.MP4,extracted_landmarks\Society\14. Election\MVI_8967.npy,14. Election,test,3.0
Adjectives/78. long/MVI_9377.MOV,extracted_landmarks\Adjectives\78. long\MVI_9377.npy,78. long,test,39.0
Places/35. Bank/MVI_3581.MOV,extracted_landmarks\Places\35. Bank\MVI_3581.npy,35. Bank,test,13.0
Adjectives/3. happy/MVI_5263.MOV,extracted_landmarks\Adjectives\3. happy\MVI_5263.npy,3. happy,test,11.0
Greetings/48. Hello/MVI_0030.MOV,extracted_landmarks\Greetings\48. Hello\MVI_0030.npy,48. Hello,test,23.0
Electronics/54. Cell phone/MVI_4969.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_4969.npy,54. Cell phone,test,28.0
Greetings/51. Good Morning/MVI_9993.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9993.npy,51. Good Morning,test,25.0
Colours/47. Red/MVI_4898.MOV,extracted_landmarks\Colours\47. Red\MVI_4898.npy,47. Red,test,22.0
Adjectives/83. big large/MVI_9395.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9395.npy,83. big large,test,41.0
Days_and_Time/78. Year/MVI_4637.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_4637.npy,78. Year,test,38.0
Animals/1. Dog/MVI_3086.MOV,extracted_landmarks\Animals\1. Dog\MVI_3086.npy,1. Dog,test,0.0
Adjectives/94. good/MVI_5239.MOV,extracted_landmarks\Adjectives\94. good\MVI_5239.npy,94. good,test,48.0
Pronouns/44. it/MVI_0077.MOV,extracted_landmarks\Pronouns\44. it\MVI_0077.npy,44. it,test,20.0
